0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,6
0,0,0,0,0,0,44
0,0,0,0,0,0,48
0,0,0,0,0,8,9
0,0,0,0,0,12,23
0,0,0,0,19,17,29
0,0,0,0,42,49,60
0,0,0,0,46,58,58
0,0,0,0,25,25,34
0,0,0,0,3,3,3
0,0,0,2,3,4,5
0,0,0,0,0,1,2
0,0,0,18,20,40,41
0,0,0,0,16,16,1
0,0,0,21,38,22,23
0,0,0,21,43,14,12
0,0,0,37,21,29,27
0,0,0,127,106,114,112
0,0,0,42,46,43,44
0,0,0,64,71,67,82
0,0,0,110,114,114,119
0,0,0,143,148,149,154
0,0,0,153,150,155,86
0,0,0,45,49,50,52
0,0,0,23,46,46,48
0,0,0,46,69,73,78
0,0,0,48,68,71,75
0,0,50,75,86,89,90
0,0,27,35,27,15,16
0,0,53,32,23,16,18
0,0,69,31,22,17,16
0,0,65,41,13,18,47
0,0,61,32,15,18,17
0,0,101,73,75,76,78
0,0,101,59,60,63,63
0,0,78,19,20,42,36
0,0,39,30,40,44,37
0,0,44,12,47,49,17
0,0,81,48,57,57,55
0,0,147,143,153,68,66
0,0,116,127,136,67,67
0,0,133,146,149,74,74
0,0,161,161,77,78,78
0,0,26,26,34,39,40
0,0,39,60,33,39,40
0,0,76,70,57,60,60
0,0,80,75,63,64,64
0,0,117,87,85,85,85
0,0,29,18,20,21,21
0,0,23,55,55,57,59
0,0,71,76,73,74,74
0,0,96,73,73,74,76
0,0,98,71,73,73,77
0,0,40,44,44,52,55
0,0,48,67,67,71,71
0,0,63,40,40,40,40
0,0,56,20,63,43,44
0,0,132,52,103,79,79
0,0,20,34,47,47,43
0,0,62,34,45,57,38
0,0,44,39,52,56,56
0,0,79,41,63,45,45
0,0,142,71,93,71,71
0,0,19,30,36,39,39
0,65,49,57,62,65,66
0,65,0,10,15,20,20
0,0,2,8,41,41,41
0,17,66,49,83,83,80
0,141,70,31,32,35,40
0,158,45,57,79,62,69
0,67,81,84,66,70,75
0,87,84,86,83,69,71
0,20,57,75,60,68,60
0,90,65,83,74,69,68
0,85,81,67,67,63,63
0,64,81,87,65,61,64
0,64,73,71,77,73,72
0,25,20,24,34,35,30
0,34,45,3,7,9,11
0,34,33,0,3,7,9
0,24,33,0,2,7,12
0,28,9,0,41,6,9
0,28,0,1,44,7,9
0,0,19,30,30,35,39
0,0,1,1,4,4,4
0,0,1,4,8,8,10
0,0,2,9,13,15,15
0,0,0,10,16,17,17
0,21,57,69,48,49,49
0,21,21,64,42,42,42
0,0,0,21,21,21,21
0,0,0,4,4,3,3
0,0,1,11,11,11,12
0,19,32,39,42,42,42
0,19,31,47,72,36,36
0,19,19,34,62,26,26
0,19,19,59,29,29,30
0,14,43,55,40,40,48
0,35,68,52,54,56,58
0,17,51,39,40,40,42
0,17,44,30,30,30,31
0,17,39,34,32,37,36
0,20,70,29,28,33,32
0,37,75,54,51,51,50
0,2,60,16,14,14,14
0,0,45,9,9,9,9
0,0,19,8,10,10,10
0,15,33,5,6,6,7
0,1,6,8,9,9,9
0,1,3,4,4,4,4
0,1,3,3,3,3,3
0,0,2,2,2,2,2
0,0,0,0,0,0,15
0,0,16,17,17,19,18
0,25,17,21,21,22,20
0,25,19,23,23,22,20
0,25,4,8,8,5,3
0,1,5,9,10,7,5
0,56,120,70,76,73,73
0,105,134,63,73,72,72
0,109,133,63,73,72,74
0,79,112,57,65,67,68
0,51,38,8,14,13,17
0,17,19,25,29,32,32
0,25,19,26,29,31,31
0,25,20,28,30,30,30
0,0,2,4,6,6,6
0,0,3,3,5,6,6
0,0,2,6,6,6,6
0,1,2,21,21,7,6
0,1,2,18,4,4,3
0,3,2,3,4,4,3
0,3,2,4,7,7,6
0,15,17,19,20,19,20
0,0,3,5,6,6,6
0,0,2,4,8,4,6
0,0,10,6,7,6,8
0,0,1,6,6,6,6
0,0,40,21,20,21,22
0,0,23,2,3,4,4
0,0,23,3,3,4,4
0,0,2,3,3,33,34
0,1,2,3,33,33,59
0,1,2,3,2,3,2
0,1,2,3,2,3,2
0,1,2,3,3,3,5
0,0,1,3,4,5,5
0,18,2,6,7,9,9
0,18,5,8,11,13,14
0,18,1,9,12,13,13
0,0,1,8,11,11,11
0,0,0,3,4,6,6
0,0,0,5,14,15,15
0,0,0,5,14,14,13
0,0,19,25,36,36,35
0,0,17,26,27,26,26
0,0,17,26,27,28,27
0,0,18,26,27,29,28
0,0,1,7,4,4,6
0,0,2,7,3,3,3
0,25,3,4,4,4,4
0,25,3,5,5,5,5
50,75,5,10,9,9,9
50,102,65,18,28,29,30
50,102,8,9,9,12,13
50,71,26,7,7,10,12
0,11,3,4,4,6,6
0,75,5,11,18,20,21
0,40,15,20,8,11,11
0,59,13,18,7,7,7
0,31,3,18,6,6,6
0,47,3,3,4,4,4
5,38,22,22,24,25,25
0,5,7,9,10,10,11
50,1,4,6,7,8,8
50,0,3,8,10,10,10
0,7,30,34,37,37,30
0,38,40,46,49,48,43
0,14,35,36,37,39,41
16,4,26,51,27,28,49
16,4,58,50,27,47,47
16,20,68,67,43,63,47
66,81,80,54,55,82,68
67,123,55,51,55,55,55
17,44,53,52,52,51,51
43,28,28,38,42,42,44
43,60,59,84,84,84,84
76,113,37,63,66,66,68
66,65,40,66,28,28,29
11,77,70,74,37,38,38
27,80,80,83,54,47,47
174,41,57,52,42,35,37
163,44,63,38,39,60,61
47,63,46,24,24,24,24
64,69,63,47,43,43,44
114,116,113,79,62,63,64
94,94,110,77,60,61,61
96,98,68,33,35,36,37
16,113,40,55,38,39,39
91,110,77,81,68,68,68
156,209,112,108,61,68,70
176,240,125,119,51,57,55
143,155,102,88,57,56,57
57,58,58,82,81,81,82
66,50,29,51,51,53,55
101,75,47,35,36,40,40
128,102,92,42,43,44,44
131,180,147,93,96,96,99
207,171,127,52,52,52,51
228,206,168,117,117,115,115
135,137,127,83,82,82,83
95,116,107,71,70,70,72
135,206,163,65,66,67,69
85,109,65,45,47,47,48
155,179,179,46,46,46,48
243,219,162,84,83,84,84
152,186,218,82,81,82,82
168,256,242,108,110,114,70
115,104,81,20,21,21,23
71,103,42,20,21,21,23
111,102,40,43,41,44,44
177,145,115,64,64,67,67
227,190,143,88,56,56,56
140,117,56,46,26,27,28
129,112,70,47,22,25,24
83,94,70,47,23,27,26
191,174,114,63,64,63,63
155,186,164,75,78,77,81
125,168,202,87,87,86,86
154,125,109,80,70,69,69
116,118,83,67,56,56,56
104,43,33,34,34,34,37
213,178,125,76,77,77,79
171,245,152,85,87,59,61
170,238,212,136,102,74,74
185,210,192,134,85,85,85
147,173,155,137,87,87,83
156,151,161,111,66,64,71
120,156,168,86,83,84,86
154,164,160,77,76,76,78
134,154,158,61,60,61,61
180,134,209,88,86,87,87
225,239,263,71,70,72,72
47,131,110,21,21,20,20
139,223,176,73,73,73,68
116,152,136,86,86,82,83
107,162,127,90,90,86,87
141,207,101,66,67,73,78
141,42,41,46,46,46,50
216,139,105,50,46,48,50
