0,27,38,63,52,64,64
0,45,55,47,41,43,46
35,80,56,43,41,43,46
35,51,39,5,6,7,7
0,15,38,2,3,4,6
0,15,17,2,4,6,7
0,15,32,2,4,8,9
35,53,32,5,4,8,9
35,38,22,5,7,7,10
0,2,21,4,6,6,7
13,76,32,39,49,50,38
21,84,61,60,64,65,55
64,115,41,48,56,56,45
0,3,5,18,14,20,21
0,30,21,18,15,17,25
17,67,74,31,16,45,55
34,59,92,51,38,70,83
65,89,122,12,38,80,89
1,28,22,22,16,36,38
1,27,45,32,39,61,64
18,131,84,31,42,48,48
17,125,89,65,64,55,56
4,127,128,79,69,73,84
0,75,46,30,48,49,52
55,132,66,50,70,71,74
55,119,58,39,53,53,52
32,96,60,39,50,53,49
52,138,81,58,62,62,63
27,71,77,55,58,59,62
109,64,67,64,65,66,67
120,99,102,54,54,56,57
120,100,103,70,70,72,72
66,88,93,82,63,64,65
84,86,111,75,75,74,76
60,146,151,69,69,68,68
94,199,188,87,84,86,87
94,199,188,88,84,86,87
116,145,124,62,65,65,65
42,60,25,37,40,40,43
61,63,84,70,71,73,76
126,146,84,74,74,75,75
157,177,102,92,91,92,84
121,125,85,78,81,81,80
100,111,129,85,85,85,85
92,104,108,88,88,88,88
125,150,110,69,69,70,70
142,220,87,47,48,48,48
138,201,76,59,59,59,58
62,82,70,63,65,59,61
120,75,77,60,62,63,66
147,108,74,55,43,36,38
138,157,117,38,25,46,52
187,258,230,86,70,73,78
18,61,65,47,37,39,39
91,108,87,48,38,38,39
192,151,62,44,44,44,45
254,210,102,59,60,60,61
227,215,129,72,48,46,47
94,81,35,27,27,30,34
133,98,33,38,39,42,47
128,59,52,60,59,62,70
181,117,40,44,60,58,56
193,235,150,73,74,74,78
76,130,79,50,52,58,59
113,112,101,77,77,76,76
216,214,112,88,86,87,90
209,199,96,72,72,72,78
128,167,69,50,63,65,73
122,180,123,62,69,70,69
150,219,175,47,73,53,52
111,161,199,43,69,45,45
126,182,194,57,59,58,58
164,223,268,80,80,79,79
80,99,114,92,94,50,50
107,191,113,81,82,82,82
177,197,117,61,69,79,80
152,190,118,58,67,79,80
147,240,120,89,85,87,76
17,110,82,59,60,61,62
80,130,102,85,85,80,81
88,118,114,90,95,97,98
136,169,71,66,54,55,56
164,174,101,99,85,85,87
92,151,102,103,57,57,56
114,131,94,112,80,81,80
132,185,83,101,69,68,71
181,194,89,67,67,66,69
188,219,124,100,87,87,87
113,116,80,35,54,47,48
131,115,73,48,60,62,63
114,116,107,61,78,72,72
145,147,124,52,55,61,63
140,165,157,78,49,62,68
79,147,142,125,94,74,76
104,182,155,136,68,49,50
75,148,107,87,49,50,50
72,92,39,40,23,25,24
119,154,113,126,65,66,65
114,116,93,105,49,48,54
95,98,108,108,72,73,75
120,126,124,112,74,78,79
145,128,128,54,57,59,58
213,195,205,80,75,76,77
52,51,58,56,56,53,54
87,97,118,81,77,73,76
148,123,156,79,72,75,75
147,136,172,79,79,80,81
168,155,163,31,36,42,43
190,175,141,81,78,78,77
80,128,87,56,55,53,53
53,102,80,62,61,59,93
37,79,31,31,31,29,63
74,77,36,36,46,46,76
91,119,13,15,17,19,17
87,115,57,75,78,80,80
74,80,80,101,84,87,90
105,110,84,87,66,75,77
116,120,76,13,13,49,53
104,143,123,83,69,70,77
103,124,123,64,71,72,76
54,100,78,62,54,57,57
38,111,113,55,46,48,48
195,240,259,65,67,71,71
184,195,211,31,37,42,45
151,185,183,67,69,74,78
112,146,152,54,59,59,61
129,130,141,75,77,78,81
190,207,217,82,66,63,65
88,134,84,80,69,70,73
122,161,118,82,69,69,72
116,154,156,68,70,72,72
187,212,236,83,83,84,84
263,296,238,62,65,65,65
127,135,59,28,75,74,75
159,161,47,62,58,57,54
62,84,52,54,68,63,65
51,76,72,47,54,50,52
122,130,151,87,85,85,84
143,99,113,52,52,57,58
132,119,109,68,68,74,75
135,121,132,84,90,85,85
137,143,136,84,84,85,86
140,147,119,84,83,79,81
140,154,98,47,47,68,69
193,209,143,69,78,80,80
205,202,129,78,76,84,85
185,185,93,77,83,83,83
172,186,122,88,89,89,89
60,68,102,73,92,92,96
58,64,72,70,86,86,87
130,100,79,67,84,84,85
139,97,39,52,66,66,70
219,179,91,95,86,86,85
99,105,65,64,70,69,67
94,97,81,82,83,80,80
130,132,121,84,84,83,83
103,120,108,63,65,63,63
118,142,149,44,46,46,44
109,111,125,56,56,55,54
101,104,75,64,65,68,71
102,90,55,58,60,64,65
97,82,44,49,81,85,86
204,179,131,131,79,75,53
130,69,27,43,74,45,47
150,161,119,135,74,72,74
128,162,119,140,76,75,76
87,136,101,69,64,62,62
91,130,93,90,90,91,90
111,150,90,119,60,60,61
132,163,133,106,51,51,52
118,149,146,81,69,69,71
91,142,187,78,68,68,74
183,225,142,67,71,71,79
58,92,45,36,35,64,65
28,62,31,33,26,51,53
28,64,41,21,26,50,50
41,43,40,52,49,74,76
121,43,14,28,51,73,72
56,26,43,43,43,43,47
71,41,58,65,65,59,56
71,41,61,69,77,65,61
41,41,61,78,82,81,78
30,0,52,57,63,65,66
30,9,10,14,14,14,13
30,2,4,7,8,11,10
30,2,3,5,6,11,10
30,33,36,12,19,19,19
30,95,83,63,23,23,26
50,4,9,13,18,21,34
0,2,21,49,14,30,31
0,2,20,49,12,12,16
20,2,6,10,11,11,14
20,1,15,17,23,25,29
0,22,11,29,28,31,32
0,0,22,29,30,36,40
0,0,39,35,34,40,42
0,2,38,33,34,42,43
9,16,34,26,32,35,45
54,39,54,54,55,56,58
26,7,25,26,29,31,34
