2017-05-28 00:00:00,2017-05-28 00:00:00,Spektakl: „Współrodzice” – Teatr Ekstrawersja,spektakl.współrodzic.teatr.ekstrawersja
2017-05-28 00:00:00,2017-05-28 00:00:00,Snarky Puppy w NFM,Snarky.Puppy.NFM
2017-05-28 00:00:00,2017-05-28 00:00:00,Koncert: Mistrz i uczeń,koncert.mistrz.uczenie
2017-05-28 00:00:00,2017-05-28 00:00:00,Spektakl: Inny,spektakl.inny
2017-05-28 00:00:00,2017-05-28 00:00:00,Skrzynie cechowe dla prestiżu i na ozdobę  – warsztaty dla dzieci,skrzynia.cechowy.prestiż.ozdoba.warsztat.dziecko
2017-05-28 00:00:00,2017-05-28 00:00:00,Drzewo w sercu miasta – happening Greenpeace i miastoDrzew,drzewo.serce.miasto.happening.Greenpeace.miastoDrzew
2017-05-28 00:00:00,2017-05-28 00:00:00,Warsztaty artystyczne – Mamy czas dla siebie w koralikowym świecie,warsztat.artystyczny.mama.czas.siebie.koralikowy.świat
2017-05-28 00:00:00,2017-05-28 00:00:00,Skrzynie cechowe dla prestiżu i na ozdobę  – warsztaty dla dzieci,skrzynia.cechowy.prestiż.ozdoba.warsztat.dziecko
2017-05-28 00:00:00,2017-05-28 00:00:00,Koncert z okazji Dnia Dziecka z piosenkami Tuwima,koncert.okazja.dzień.dziecko.piosenka.Tuwim
2017-05-28 00:00:00,2017-05-28 00:00:00,Coniedzielne Warsztaty Rodzinne: Żywa kultura,coniedzielny.warsztat.rodzinny.żywy.kultura
2017-05-28 00:00:00,2017-05-28 00:00:00,Tydzień Ruchu na Wyspie Piaskowej,tydzień.Ruch.wyspa.piaskowy
2017-05-28 00:00:00,2017-05-28 00:00:00,Dzień Matki na Wyspie Słodowej,dzienia.matka.wyspa.słodowy
2017-05-28 00:00:00,2017-05-28 00:00:00,Niedzielne Poranki we WRO – „Latające krowy i znudzone sowy”,niedzielna.poranek.WRO.latać.krowa.znudzony.sowa
2017-05-28 00:00:00,2017-05-28 00:00:00,Dzień Dziecka na Partynicach,dzienia.dziecko.Partynicach
2017-05-28 00:00:00,2017-05-28 00:00:00,Wykład: Awangarda dwudziestolecia międzywojennego,wykład.awangarda.dwudziestolecie.międzywojenny
2017-05-28 00:00:00,2017-05-28 00:00:00,Politechnika Wrocławska – historia kampusu,politechnika.wrocławski.historia.kampus
2017-05-28 00:00:00,2017-05-28 00:00:00,Dzień Dziecka z Wrocławskim Teatrem Lalek – piknik w Ogrodzie Staromiejskim,dzienia.dziecko.Wrocławskie.teatr.lalka.piknik.ogroda.staromiejski
2017-05-28 00:00:00,2017-05-28 00:00:00,Skrzynie cechowe dla prestiżu i na ozdobę  – warsztaty dla dzieci,skrzynia.cechowy.prestiż.ozdoba.warsztat.dziecko
