2017-05-27 00:00:00,2017-05-28 00:00:00,Esport Now 2017 – turniej gier komputerowych
2017-05-27 00:00:00,2017-05-28 00:00:00,Wrocławskie Spotkania z Pantomimą  Mimem i Teatrem Ruchu Mimesis 2017
2017-05-26 00:00:00,2017-05-26 00:00:00,Koncert: Cataya i This Great End
2017-05-26 00:00:00,2017-05-26 00:00:00,Wystawa na ekranie: Portrety ówczesnych ogrodów. Od Moneta do Matisse’a
2017-05-26 00:00:00,2017-05-26 00:00:00,Koncert zespołu The Animators na Dzień Matki
2017-05-26 00:00:00,2017-05-26 00:00:00,Wszystkie dzieci Louisa – spotkanie autorskie
2017-05-26 00:00:00,2017-05-26 00:00:00,VocaLAB 
2017-05-26 00:00:00,2017-05-26 00:00:00,Koncert Ensemble KNM Berlin w NFM
2017-05-26 00:00:00,2017-05-26 00:00:00,Dzień Matki w bibliotece
2017-05-26 00:00:00,2017-05-26 00:00:00,Gala Finałowa „Razem dla NGO”
2017-05-26 00:00:00,2017-05-26 00:00:00,Festiwal Kryminału: dzień trzeci (26 maja)
2017-05-26 00:00:00,2017-05-26 00:00:00,SLOT na Wyspie Słodowej
2017-05-26 00:00:00,2017-05-26 00:00:00,MINI AKUSMA FORUM / słuchania dla dzieci
2017-05-26 00:00:00,2017-05-26 00:00:00,MINI AKUSMA FORUM / słuchania dla dzieci
2017-05-26 00:00:00,2017-05-26 00:00:00,Spotkanie: Książki dla Gwinei od szkół z Wrocławia
2017-05-26 00:00:00,2017-05-28 00:00:00,Ulica książek. Targi Dobre Strony w Rynku
2017-05-26 00:00:00,2017-05-26 00:00:00,MINI AKUSMA FORUM / słuchania dla dzieci
2017-05-26 00:00:00,2017-05-28 00:00:00,I Urodziny Parku Trampolin Jump World Wrocław
2017-05-26 00:00:00,2017-05-27 00:00:00,Best IT Festival 2017
2017-05-26 00:00:00,2017-05-28 00:00:00,8. Targi Książki dla Dzieci i Młodzieży Dobre Strony
2017-05-25 00:00:00,2017-05-25 00:00:00,VI Międzynarodowy Brahms Festiwal we Wrocławiu
2017-05-25 00:00:00,2017-05-25 00:00:00,„W blasku cienia” – spektakl Teatru Pod Kolumnami
2017-05-25 00:00:00,2017-05-25 00:00:00,Design Disruptors
2017-05-25 00:00:00,2017-05-25 00:00:00,Finisaż wystawy Fabiena Lédé w Studio BWA Wrocław
2017-05-25 00:00:00,2017-05-25 00:00:00,Wystawa: Polski modernizm powojenny. Kto widział? Kto słyszał?
2017-05-25 00:00:00,2017-05-25 00:00:00,Half Girlfriend
2017-05-25 00:00:00,2017-05-25 00:00:00,Koncert z muzyką francuskiego baroku
2017-05-25 00:00:00,2017-05-25 00:00:00,Music Masters on Air / Wydarzenie towarzyszące w NFM
2017-05-25 00:00:00,2017-05-25 00:00:00,Dyskusja: Miejsca bezpieczne. Stany zagrożenia. Przestrzeń wolności w Outsider Art
2017-05-25 00:00:00,2017-05-25 00:00:00,Twin Peaks: Ogniu krocz ze mną
2017-05-25 00:00:00,2017-05-25 00:00:00,Wykład: „My jesteśmy krasnoludki”  czyli Pomarańczowa Alternatywa
2017-05-25 00:00:00,2017-05-25 00:00:00,Festiwal Kryminału: dzień drugi (25 maja)
2017-05-25 00:00:00,2017-05-25 00:00:00,Berkowe zabawy i figliki
2017-05-25 00:00:00,2017-05-26 00:00:00,Konferencja o rynku finansowym na UWr
2017-05-25 00:00:00,2017-05-26 00:00:00,13. Konferencja Lean | Six Sigma Akademii Białego Kruka
2017-05-24 00:00:00,2017-05-24 00:00:00,Sgt. Kabukiman NYPD
2017-05-24 00:00:00,2017-05-24 00:00:00,Dybuk. Rzecz o wędrówce dusz
2017-05-24 00:00:00,2017-05-24 00:00:00,EDU MEN / Tutting w NFM
2017-05-24 00:00:00,2017-05-24 00:00:00,Festiwal Kryminału: dzień pierwszy (24 maja)
2017-05-24 00:00:00,2017-05-24 00:00:00,Koncert galowy pracowni artystycznych CK Agora
2017-05-24 00:00:00,2017-05-24 00:00:00,Akademia Polskiego Filmu: Prawo i pięść; Małżeństwo z rozsądku
2017-05-24 00:00:00,2017-05-24 00:00:00,Angielskie dawne pieśni lutniowe
2017-05-24 00:00:00,2017-05-26 00:00:00,Strefa Dzieci Odnfest  – darmowe dmuchańce na placu Wolności
2017-05-24 00:00:00,2017-05-26 00:00:00,IV Kongres Dyrektorów E-commerce
2017-05-24 00:00:00,2017-05-28 00:00:00,Międzynarodowy Festiwal Kryminału 2017
2017-05-23 00:00:00,2017-05-23 00:00:00,Short Waves on Tour 2017
2017-05-23 00:00:00,2017-05-23 00:00:00,Tańcząca ze Światem na Kubie
2017-05-23 00:00:00,2017-05-23 00:00:00,IV Międzynarodowy Kongres Lituanistów
2017-05-23 00:00:00,2017-05-23 00:00:00,Majowa chandra
2017-05-23 00:00:00,2017-05-23 00:00:00,„Cztery pory roku” Vivaldiego w wersji jazzowej
2017-05-23 00:00:00,2017-05-23 00:00:00,Cykl: Kino Tureckie w DKF Politechnika
2017-05-23 00:00:00,2017-05-23 00:00:00,Koncert z cyklu Fortepian +
2017-05-23 00:00:00,2017-05-23 00:00:00,Akademia Kina Światowego: Pociągi pod specjalnym nadzorem
