30.0,9.0,10.0,14.0,14.0,14.0,13.0
0.0,1.0,6.0,9.0,11.0,11.0,10.0
97.0,82.0,44.0,49.0,81.0,85.0,86.0
53.0,68.0,59.0,74.0,70.0,69.0,70.0
36.0,30.0,37.0,11.0,14.0,15.0,16.0
0.0,5.0,5.0,12.0,15.0,15.0,17.0
20.0,29.0,65.0,71.0,76.0,76.0,76.0
85.0,93.0,96.0,66.0,73.0,73.0,73.0
13.0,76.0,32.0,39.0,49.0,50.0,38.0
40.0,65.0,50.0,46.0,35.0,40.0,44.0
0.0,2.0,6.0,10.0,12.0,16.0,22.0
1.0,10.0,47.0,73.0,75.0,75.0,76.0
35.0,51.0,39.0,5.0,6.0,7.0,7.0
58.0,92.0,45.0,36.0,35.0,64.0,65.0
188.0,219.0,124.0,100.0,87.0,87.0,87.0
0.0,5.0,7.0,15.0,16.0,22.0,25.0
122.0,161.0,118.0,82.0,69.0,69.0,72.0
105.0,110.0,84.0,87.0,66.0,75.0,77.0
20.0,1.0,15.0,17.0,23.0,25.0,29.0
0.0,5.0,38.0,52.0,55.0,59.0,61.0
120.0,75.0,77.0,60.0,62.0,63.0,66.0
0.0,2.0,4.0,6.0,13.0,14.0,20.0
164.0,223.0,268.0,80.0,80.0,79.0,79.0
82.0,64.0,63.0,43.0,62.0,45.0,47.0
73.0,79.0,86.0,87.0,86.0,81.0,81.0
25.0,26.0,53.0,58.0,62.0,67.0,68.0
80.0,62.0,64.0,71.0,74.0,77.0,76.0
1.0,11.0,18.0,40.0,45.0,46.0,52.0
40.0,41.0,30.0,16.0,13.0,13.0,13.0
40.0,46.0,63.0,69.0,73.0,74.0,74.0
88.0,134.0,84.0,80.0,69.0,70.0,73.0
32.0,96.0,60.0,39.0,50.0,53.0,49.0
174.0,174.0,61.0,77.0,74.0,75.0,75.0
104.0,182.0,155.0,136.0,68.0,49.0,50.0
151.0,185.0,183.0,67.0,69.0,74.0,78.0
94.0,199.0,188.0,87.0,84.0,86.0,87.0
18.0,4.0,11.0,21.0,27.0,29.0,29.0
4.0,6.0,27.0,38.0,38.0,39.0,39.0
157.0,177.0,102.0,92.0,91.0,92.0,84.0
38.0,113.0,87.0,77.0,81.0,81.0,81.0
181.0,194.0,89.0,67.0,67.0,66.0,69.0
0.0,2.0,3.0,6.0,6.0,8.0,9.0
1.0,7.0,5.0,17.0,19.0,20.0,20.0
92.0,92.0,49.0,45.0,57.0,64.0,66.0
68.0,58.0,28.0,71.0,83.0,60.0,64.0
0.0,41.0,25.0,28.0,33.0,38.0,37.0
9.0,41.0,25.0,70.0,70.0,73.0,81.0
0.0,21.0,24.0,29.0,31.0,31.0,33.0
2.0,4.0,23.0,45.0,47.0,49.0,50.0
164.0,174.0,101.0,99.0,85.0,85.0,87.0
20.0,2.0,6.0,10.0,11.0,11.0,14.0
0.0,1.0,26.0,40.0,44.0,44.0,44.0
128.0,162.0,119.0,140.0,76.0,75.0,76.0
0.0,7.0,58.0,46.0,48.0,41.0,43.0
213.0,195.0,205.0,80.0,75.0,76.0,77.0
120.0,87.0,84.0,87.0,81.0,82.0,82.0
65.0,69.0,86.0,85.0,82.0,84.0,85.0
125.0,150.0,110.0,69.0,69.0,70.0,70.0
160.0,165.0,109.0,103.0,108.0,108.0,108.0
58.0,95.0,76.0,79.0,73.0,73.0,76.0
100.0,111.0,129.0,85.0,85.0,85.0,85.0
